prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
QCNZ01,WGS,,BCT,Prochlorococcus sp. AG-429-C19,PRJNA445865,SAMN08886466,isolate: AG-429-C19,isolation_source: single cell amplified by WGA-X; seawater,604614,57,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOA01,WGS,,BCT,Prochlorococcus sp. AG-429-E20,PRJNA445865,SAMN08886467,isolate: AG-429-E20,isolation_source: single cell amplified by WGA-X; seawater,381172,75,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOB01,WGS,,BCT,Prochlorococcus sp. AG-429-J03,PRJNA445865,SAMN08886468,isolate: AG-429-J03,isolation_source: single cell amplified by WGA-X; seawater,353636,55,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOC01,WGS,,BCT,Prochlorococcus sp. AG-429-P21,PRJNA445865,SAMN08886469,isolate: AG-429-P21,isolation_source: single cell amplified by WGA-X; seawater,270893,14,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOM01,WGS,,BCT,Prochlorococcus sp. AG-432-A07,PRJNA445865,SAMN08886479,isolate: AG-432-A07,isolation_source: single cell amplified by WGA-X; seawater,740276,80,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCON01,WGS,,BCT,Prochlorococcus sp. AG-432-B15,PRJNA445865,SAMN08886480,isolate: AG-432-B15,isolation_source: single cell amplified by WGA-X; seawater,1004026,73,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOO01,WGS,,BCT,Prochlorococcus sp. AG-432-D09,PRJNA445865,SAMN08886481,isolate: AG-432-D09,isolation_source: single cell amplified by WGA-X; seawater,882702,64,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOP01,WGS,,BCT,Prochlorococcus sp. AG-432-D11,PRJNA445865,SAMN08886482,isolate: AG-432-D11,isolation_source: single cell amplified by WGA-X; seawater,981073,57,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOQ01,WGS,,BCT,Prochlorococcus sp. AG-432-E11,PRJNA445865,SAMN08886483,isolate: AG-432-E11,isolation_source: single cell amplified by WGA-X; seawater,955702,51,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOR01,WGS,,BCT,Prochlorococcus sp. AG-432-G10,PRJNA445865,SAMN08886484,isolate: AG-432-G10,isolation_source: single cell amplified by WGA-X; seawater,397565,37,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOS01,WGS,,BCT,Prochlorococcus sp. AG-432-K16,PRJNA445865,SAMN08886485,isolate: AG-432-K16,isolation_source: single cell amplified by WGA-X; seawater,683382,79,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOT01,WGS,,BCT,Prochlorococcus sp. AG-432-K17,PRJNA445865,SAMN08886486,isolate: AG-432-K17,isolation_source: single cell amplified by WGA-X; seawater,824790,55,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOU01,WGS,,BCT,Prochlorococcus sp. AG-432-O20,PRJNA445865,SAMN08886487,isolate: AG-432-O20,isolation_source: single cell amplified by WGA-X; seawater,440284,70,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOY01,WGS,,BCT,Prochlorococcus sp. AG-436-A02,PRJNA445865,SAMN08886491,isolate: AG-436-A02,isolation_source: single cell amplified by WGA-X; seawater,199221,16,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCOZ01,WGS,,BCT,Prochlorococcus sp. AG-436-A04,PRJNA445865,SAMN08886492,isolate: AG-436-A04,isolation_source: single cell amplified by WGA-X; seawater,1440735,42,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPA01,WGS,,BCT,Prochlorococcus sp. AG-436-B23,PRJNA445865,SAMN08886493,isolate: AG-436-B23,isolation_source: single cell amplified by WGA-X; seawater,716213,41,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPB01,WGS,,BCT,Prochlorococcus sp. AG-436-C05,PRJNA445865,SAMN08886494,isolate: AG-436-C05,isolation_source: single cell amplified by WGA-X; seawater,1136101,40,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPC01,WGS,,BCT,Prochlorococcus sp. AG-436-C13,PRJNA445865,SAMN08886495,isolate: AG-436-C13,isolation_source: single cell amplified by WGA-X; seawater,1551218,38,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPD01,WGS,,BCT,Prochlorococcus sp. AG-436-C14,PRJNA445865,SAMN08886496,isolate: AG-436-C14,isolation_source: single cell amplified by WGA-X; seawater,1721468,52,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPE01,WGS,,BCT,Prochlorococcus sp. AG-436-D07,PRJNA445865,SAMN08886497,isolate: AG-436-D07,isolation_source: single cell amplified by WGA-X; seawater,387567,52,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPF01,WGS,,BCT,Prochlorococcus sp. AG-436-D21,PRJNA445865,SAMN08886498,isolate: AG-436-D21,isolation_source: single cell amplified by WGA-X; seawater,1162959,47,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPG01,WGS,,BCT,Prochlorococcus sp. AG-436-E22,PRJNA445865,SAMN08886499,isolate: AG-436-E22,isolation_source: single cell amplified by WGA-X; seawater,1023528,60,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPH01,WGS,,BCT,Prochlorococcus sp. AG-436-F13,PRJNA445865,SAMN08886500,isolate: AG-436-F13,isolation_source: single cell amplified by WGA-X; seawater,326640,73,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPI01,WGS,,BCT,Prochlorococcus sp. AG-436-J02,PRJNA445865,SAMN08886501,isolate: AG-436-J02,isolation_source: single cell amplified by WGA-X; seawater,1048913,45,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPJ01,WGS,,BCT,Prochlorococcus sp. AG-436-J08,PRJNA445865,SAMN08886502,isolate: AG-436-J08,isolation_source: single cell amplified by WGA-X; seawater,906601,100,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPK01,WGS,,BCT,Prochlorococcus sp. AG-436-K22,PRJNA445865,SAMN08886503,isolate: AG-436-K22,isolation_source: single cell amplified by WGA-X; seawater,1265112,61,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPL01,WGS,,BCT,Prochlorococcus sp. AG-436-M02,PRJNA445865,SAMN08886504,isolate: AG-436-M02,isolation_source: single cell amplified by WGA-X; seawater,1501005,53,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPM01,WGS,,BCT,Prochlorococcus sp. AG-436-N08,PRJNA445865,SAMN08886505,isolate: AG-436-N08,isolation_source: single cell amplified by WGA-X; seawater,849890,39,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPN01,WGS,,BCT,Prochlorococcus sp. AG-436-O09,PRJNA445865,SAMN08886506,isolate: AG-436-O09,isolation_source: single cell amplified by WGA-X; seawater,1191806,62,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPO01,WGS,,BCT,Prochlorococcus sp. AG-436-O11,PRJNA445865,SAMN08886507,isolate: AG-436-O11,isolation_source: single cell amplified by WGA-X; seawater,1279919,36,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPP01,WGS,,BCT,Prochlorococcus sp. AG-436-O17,PRJNA445865,SAMN08886508,isolate: AG-436-O17,isolation_source: single cell amplified by WGA-X; seawater,773737,57,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPQ01,WGS,,BCT,Prochlorococcus sp. AG-436-O20,PRJNA445865,SAMN08886509,isolate: AG-436-O20,isolation_source: single cell amplified by WGA-X; seawater,762820,26,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPR01,WGS,,BCT,Prochlorococcus sp. AG-436-P23,PRJNA445865,SAMN08886510,isolate: AG-436-P23,isolation_source: single cell amplified by WGA-X; seawater,1715567,105,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPU01,WGS,,BCT,Prochlorococcus sp. AG-442-B03,PRJNA445865,SAMN08886513,isolate: AG-442-B03,isolation_source: single cell amplified by WGA-X; seawater,1490193,30,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPV01,WGS,,BCT,Prochlorococcus sp. AG-442-D10,PRJNA445865,SAMN08886514,isolate: AG-442-D10,isolation_source: single cell amplified by WGA-X; seawater,1568271,30,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPW01,WGS,,BCT,Prochlorococcus sp. AG-442-M23,PRJNA445865,SAMN08886515,isolate: AG-442-M23,isolation_source: single cell amplified by WGA-X; seawater,1634928,27,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPX01,WGS,,BCT,Prochlorococcus sp. AG-442-N07,PRJNA445865,SAMN08886516,isolate: AG-442-N07,isolation_source: single cell amplified by WGA-X; seawater,1443471,33,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCPY01,WGS,,BCT,Prochlorococcus sp. AG-442-N17,PRJNA445865,SAMN08886517,isolate: AG-442-N17,isolation_source: single cell amplified by WGA-X; seawater,1180721,34,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQG01,WGS,,BCT,Prochlorococcus sp. AG-449-C14,PRJNA445865,SAMN08886525,isolate: AG-449-C14,isolation_source: single cell amplified by WGA-X; seawater,1182250,70,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQH01,WGS,,BCT,Prochlorococcus sp. AG-449-D16,PRJNA445865,SAMN08886526,isolate: AG-449-D16,isolation_source: single cell amplified by WGA-X; seawater,704000,42,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQI01,WGS,,BCT,Prochlorococcus sp. AG-449-D22,PRJNA445865,SAMN08886527,isolate: AG-449-D22,isolation_source: single cell amplified by WGA-X; seawater,627479,59,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQJ01,WGS,,BCT,Prochlorococcus sp. AG-449-G23,PRJNA445865,SAMN08886528,isolate: AG-449-G23,isolation_source: single cell amplified by WGA-X; seawater,1406930,41,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQK01,WGS,,BCT,Prochlorococcus sp. AG-449-J16,PRJNA445865,SAMN08886529,isolate: AG-449-J16,isolation_source: single cell amplified by WGA-X; seawater,1322195,52,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQL01,WGS,,BCT,Prochlorococcus sp. AG-449-K21,PRJNA445865,SAMN08886530,isolate: AG-449-K21,isolation_source: single cell amplified by WGA-X; seawater,705748,40,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQM01,WGS,,BCT,Prochlorococcus sp. AG-449-O05,PRJNA445865,SAMN08886531,isolate: AG-449-O05,isolation_source: single cell amplified by WGA-X; seawater,1028885,68,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQN01,WGS,,BCT,Prochlorococcus sp. AG-449-P16,PRJNA445865,SAMN08886532,isolate: AG-449-P16,isolation_source: single cell amplified by WGA-X; seawater,1064203,46,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQO01,WGS,,BCT,Synechococcus sp. AG-450-D21,PRJNA445865,SAMN08886533,isolate: AG-450-D21,isolation_source: single cell amplified by WGA-X; seawater,234750,24,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQP01,WGS,,BCT,Synechococcus sp. AG-450-M17,PRJNA445865,SAMN08886534,isolate: AG-450-M17,isolation_source: single cell amplified by WGA-X; seawater,790263,27,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQQ01,WGS,,BCT,Prochlorococcus sp. AG-455-B05,PRJNA445865,SAMN08886535,isolate: AG-455-B05,isolation_source: single cell amplified by WGA-X; seawater,931365,79,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQR01,WGS,,BCT,Prochlorococcus sp. AG-455-E04,PRJNA445865,SAMN08886536,isolate: AG-455-E04,isolation_source: single cell amplified by WGA-X; seawater,560841,59,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQS01,WGS,,BCT,Prochlorococcus sp. AG-455-E15,PRJNA445865,SAMN08886537,isolate: AG-455-E15,isolation_source: single cell amplified by WGA-X; seawater,824644,77,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQT01,WGS,,BCT,Prochlorococcus sp. AG-455-G08,PRJNA445865,SAMN08886538,isolate: AG-455-G08,isolation_source: single cell amplified by WGA-X; seawater,913442,53,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQU01,WGS,,BCT,Prochlorococcus sp. AG-455-O05,PRJNA445865,SAMN08886539,isolate: AG-455-O05,isolation_source: single cell amplified by WGA-X; seawater,769298,82,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQV01,WGS,,BCT,Prochlorococcus sp. AG-459-A01,PRJNA445865,SAMN08886540,isolate: AG-459-A01,isolation_source: single cell amplified by WGA-X; seawater,773886,88,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQW01,WGS,,BCT,Prochlorococcus sp. AG-459-A02,PRJNA445865,SAMN08886541,isolate: AG-459-A02,isolation_source: single cell amplified by WGA-X; seawater,975842,75,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQX01,WGS,,BCT,Prochlorococcus sp. AG-459-A09,PRJNA445865,SAMN08886542,isolate: AG-459-A09,isolation_source: single cell amplified by WGA-X; seawater,1511323,49,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQY01,WGS,,BCT,Prochlorococcus sp. AG-459-B06,PRJNA445865,SAMN08886543,isolate: AG-459-B06,isolation_source: single cell amplified by WGA-X; seawater,1181521,56,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCQZ01,WGS,,BCT,Prochlorococcus sp. AG-459-C18,PRJNA445865,SAMN08886544,isolate: AG-459-C18,isolation_source: single cell amplified by WGA-X; seawater,896699,89,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRA01,WGS,,BCT,Prochlorococcus sp. AG-459-D04,PRJNA445865,SAMN08886545,isolate: AG-459-D04,isolation_source: single cell amplified by WGA-X; seawater,1144341,67,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRB01,WGS,,BCT,Prochlorococcus sp. AG-459-E08,PRJNA445865,SAMN08886546,isolate: AG-459-E08,isolation_source: single cell amplified by WGA-X; seawater,1136400,51,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRC01,WGS,,BCT,Prochlorococcus sp. AG-459-J14,PRJNA445865,SAMN08886547,isolate: AG-459-J14,isolation_source: single cell amplified by WGA-X; seawater,1090331,62,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRD01,WGS,,BCT,Prochlorococcus sp. AG-459-J20,PRJNA445865,SAMN08886548,isolate: AG-459-J20,isolation_source: single cell amplified by WGA-X; seawater,810859,56,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRE01,WGS,,BCT,Prochlorococcus sp. AG-459-M13,PRJNA445865,SAMN08886549,isolate: AG-459-M13,isolation_source: single cell amplified by WGA-X; seawater,1022042,56,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRF01,WGS,,BCT,Prochlorococcus sp. AG-459-N19,PRJNA445865,SAMN08886550,isolate: AG-459-N19,isolation_source: single cell amplified by WGA-X; seawater,1329883,51,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRG01,WGS,,BCT,Prochlorococcus sp. AG-459-O03,PRJNA445865,SAMN08886551,isolate: AG-459-O03,isolation_source: single cell amplified by WGA-X; seawater,1196887,42,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRH01,WGS,,BCT,Prochlorococcus sp. AG-459-O09,PRJNA445865,SAMN08886552,isolate: AG-459-O09,isolation_source: single cell amplified by WGA-X; seawater,1228265,76,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRI01,WGS,,BCT,Prochlorococcus sp. AG-459-P02,PRJNA445865,SAMN08886553,isolate: AG-459-P02,isolation_source: single cell amplified by WGA-X; seawater,997800,49,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRJ01,WGS,,BCT,Prochlorococcus sp. AG-459-P07,PRJNA445865,SAMN08886554,isolate: AG-459-P07,isolation_source: single cell amplified by WGA-X; seawater,1417200,78,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRK01,WGS,,BCT,Prochlorococcus sp. AG-459-P16,PRJNA445865,SAMN08886555,isolate: AG-459-P16,isolation_source: single cell amplified by WGA-X; seawater,961696,56,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRL01,WGS,,BCT,Prochlorococcus sp. AG-459-P19,PRJNA445865,SAMN08886556,isolate: AG-459-P19,isolation_source: single cell amplified by WGA-X; seawater,642712,69,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRM01,WGS,,BCT,Prochlorococcus sp. AG-459-P20,PRJNA445865,SAMN08886557,isolate: AG-459-P20,isolation_source: single cell amplified by WGA-X; seawater,812227,73,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRO01,WGS,,BCT,Prochlorococcus sp. AG-463-A20,PRJNA445865,SAMN08886559,isolate: AG-463-A20,isolation_source: single cell amplified by WGA-X; seawater,182961,38,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRP01,WGS,,BCT,Prochlorococcus sp. AG-463-D13,PRJNA445865,SAMN08886560,isolate: AG-463-D13,isolation_source: single cell amplified by WGA-X; seawater,551271,47,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRQ01,WGS,,BCT,Prochlorococcus sp. AG-463-D18,PRJNA445865,SAMN08886561,isolate: AG-463-D18,isolation_source: single cell amplified by WGA-X; seawater,421293,49,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRR01,WGS,,BCT,Prochlorococcus sp. AG-463-F02,PRJNA445865,SAMN08886562,isolate: AG-463-F02,isolation_source: single cell amplified by WGA-X; seawater,1098046,58,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRS01,WGS,,BCT,Prochlorococcus sp. AG-463-F15,PRJNA445865,SAMN08886563,isolate: AG-463-F15,isolation_source: single cell amplified by WGA-X; seawater,1076628,69,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRT01,WGS,,BCT,Prochlorococcus sp. AG-463-I04,PRJNA445865,SAMN08886564,isolate: AG-463-I04,isolation_source: single cell amplified by WGA-X; seawater,521117,69,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRU01,WGS,,BCT,Prochlorococcus sp. AG-463-J16,PRJNA445865,SAMN08886565,isolate: AG-463-J16,isolation_source: single cell amplified by WGA-X; seawater,717740,64,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRV01,WGS,,BCT,Prochlorococcus sp. AG-463-L06,PRJNA445865,SAMN08886566,isolate: AG-463-L06,isolation_source: single cell amplified by WGA-X; seawater,791672,45,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRW01,WGS,,BCT,Prochlorococcus sp. AG-463-N15,PRJNA445865,SAMN08886567,isolate: AG-463-N15,isolation_source: single cell amplified by WGA-X; seawater,840300,73,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRX01,WGS,,BCT,Prochlorococcus sp. AG-463-P14,PRJNA445865,SAMN08886568,isolate: AG-463-P14,isolation_source: single cell amplified by WGA-X; seawater,1135631,73,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCRY01,WGS,,BCT,Prochlorococcus sp. AG-463-P23,PRJNA445865,SAMN08886569,isolate: AG-463-P23,isolation_source: single cell amplified by WGA-X; seawater,823439,82,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSB01,WGS,,BCT,Prochlorococcus sp. AG-469-F15,PRJNA445865,SAMN08886572,isolate: AG-469-F15,isolation_source: single cell amplified by WGA-X; seawater,642928,60,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSC01,WGS,,BCT,Prochlorococcus sp. AG-469-F22,PRJNA445865,SAMN08886573,isolate: AG-469-F22,isolation_source: single cell amplified by WGA-X; seawater,1107030,80,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSD01,WGS,,BCT,Prochlorococcus sp. AG-469-M13,PRJNA445865,SAMN08886574,isolate: AG-469-M13,isolation_source: single cell amplified by WGA-X; seawater,453706,68,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSE01,WGS,,BCT,Prochlorococcus sp. AG-469-N22,PRJNA445865,SAMN08886575,isolate: AG-469-N22,isolation_source: single cell amplified by WGA-X; seawater,769192,71,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSI01,WGS,,BCT,Synechococcus sp. AG-670-A04,PRJNA445865,SAMN08886579,isolate: AG-670-A04,isolation_source: single cell amplified by WGA-X; seawater,1188716,116,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSJ01,WGS,,BCT,Synechococcus sp. AG-670-A05,PRJNA445865,SAMN08886580,isolate: AG-670-A05,isolation_source: single cell amplified by WGA-X; seawater,2005017,142,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSK01,WGS,,BCT,Synechococcus sp. AG-670-A19,PRJNA445865,SAMN08886581,isolate: AG-670-A19,isolation_source: single cell amplified by WGA-X; seawater,1348818,144,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSL01,WGS,,BCT,Synechococcus sp. AG-670-B23,PRJNA445865,SAMN08886582,isolate: AG-670-B23,isolation_source: single cell amplified by WGA-X; seawater,2266122,100,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSM01,WGS,,BCT,Synechococcus sp. AG-670-D07,PRJNA445865,SAMN08886583,isolate: AG-670-D07,isolation_source: single cell amplified by WGA-X; seawater,1514310,129,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSN01,WGS,,BCT,Synechococcus sp. AG-670-F04,PRJNA445865,SAMN08886584,isolate: AG-670-F04,isolation_source: single cell amplified by WGA-X; seawater,2247766,130,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSO01,WGS,,BCT,Synechococcus sp. AG-670-F22,PRJNA445865,SAMN08886585,isolate: AG-670-F22,isolation_source: single cell amplified by WGA-X; seawater,1971543,59,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSP01,WGS,,BCT,Synechococcus sp. AG-670-G20,PRJNA445865,SAMN08886586,isolate: AG-670-G20,isolation_source: single cell amplified by WGA-X; seawater,970395,84,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSQ01,WGS,,BCT,Prochlorococcus sp. AG-670-J16,PRJNA445865,SAMN08886587,isolate: AG-670-J16,isolation_source: single cell amplified by WGA-X; seawater,1283623,56,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSR01,WGS,,BCT,Prochlorococcus sp. AG-670-J21,PRJNA445865,SAMN08886588,isolate: AG-670-J21,isolation_source: single cell amplified by WGA-X; seawater,712761,67,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSS01,WGS,,BCT,Prochlorococcus sp. AG-670-K23,PRJNA445865,SAMN08886589,isolate: AG-670-K23,isolation_source: single cell amplified by WGA-X; seawater,408127,43,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCST01,WGS,,BCT,Prochlorococcus sp. AG-670-L08,PRJNA445865,SAMN08886590,isolate: AG-670-L08,isolation_source: single cell amplified by WGA-X; seawater,1467150,53,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSU01,WGS,,BCT,Prochlorococcus sp. AG-670-L16,PRJNA445865,SAMN08886591,isolate: AG-670-L16,isolation_source: single cell amplified by WGA-X; seawater,556390,49,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSV01,WGS,,BCT,Prochlorococcus sp. AG-670-M15,PRJNA445865,SAMN08886592,isolate: AG-670-M15,isolation_source: single cell amplified by WGA-X; seawater,1169690,75,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSW01,WGS,,BCT,Prochlorococcus sp. AG-670-M18,PRJNA445865,SAMN08886593,isolate: AG-670-M18,isolation_source: single cell amplified by WGA-X; seawater,833491,83,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSX01,WGS,,BCT,Prochlorococcus sp. AG-670-N10,PRJNA445865,SAMN08886594,isolate: AG-670-N10,isolation_source: single cell amplified by WGA-X; seawater,1447806,62,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
